timestamp,date,blood_pressure,label
1610638026.160218,2021-01-14T15:27:06.160218Z,126,standing up
1610638026.175218,2021-01-14T15:27:06.175218Z,132,standing up
1610638026.1902182,2021-01-14T15:27:06.190218Z,137,standing up
1610638026.2052183,2021-01-14T15:27:06.205218Z,142,standing up
1610638026.2202184,2021-01-14T15:27:06.220218Z,145,standing up
1610638026.2352183,2021-01-14T15:27:06.235219Z,146,standing up
1610638026.2502186,2021-01-14T15:27:06.250219Z,147,standing up
1610638026.2652187,2021-01-14T15:27:06.265219Z,146,standing up
1610638026.2802188,2021-01-14T15:27:06.280219Z,145,standing up
1610638026.295219,2021-01-14T15:27:06.295219Z,143,standing up
1610638026.310219,2021-01-14T15:27:06.310219Z,141,standing up
1610638026.3252192,2021-01-14T15:27:06.325219Z,139,standing up
1610638026.3402193,2021-01-14T15:27:06.340219Z,136,standing up
1610638026.3552194,2021-01-14T15:27:06.355219Z,134,standing up
1610638026.3702197,2021-01-14T15:27:06.370219Z,132,standing up
1610638026.3852196,2021-01-14T15:27:06.385220Z,130,standing up
1610638026.4002197,2021-01-14T15:27:06.400220Z,128,standing up
1610638026.4152198,2021-01-14T15:27:06.415220Z,126,standing up
1610638026.43022,2021-01-14T15:27:06.430220Z,125,standing up
1610638026.44522,2021-01-14T15:27:06.445220Z,125,standing up
1610638026.46022,2021-01-14T15:27:06.460220Z,124,standing up
1610638026.4752202,2021-01-14T15:27:06.475220Z,124,standing up
1610638026.4902203,2021-01-14T15:27:06.490220Z,124,standing up
1610638026.5052204,2021-01-14T15:27:06.505220Z,124,standing up
1610638026.5202205,2021-01-14T15:27:06.520221Z,125,standing up
1610638026.5352206,2021-01-14T15:27:06.535221Z,125,standing up
1610638026.5502207,2021-01-14T15:27:06.550221Z,125,standing up
1610638026.5652208,2021-01-14T15:27:06.565221Z,125,standing up
1610638026.580221,2021-01-14T15:27:06.580221Z,125,standing up
1610638026.595221,2021-01-14T15:27:06.595221Z,125,standing up
1610638026.6102211,2021-01-14T15:27:06.610221Z,126,standing up
1610638026.6252213,2021-01-14T15:27:06.625221Z,127,standing up
1610638026.6402214,2021-01-14T15:27:06.640221Z,128,standing up
1610638026.6552217,2021-01-14T15:27:06.655221Z,130,standing up
1610638026.6702216,2021-01-14T15:27:06.670222Z,132,standing up
1610638026.6852217,2021-01-14T15:27:06.685222Z,134,standing up
1610638026.7002218,2021-01-14T15:27:06.700222Z,136,standing up
1610638026.715222,2021-01-14T15:27:06.715222Z,138,standing up
1610638026.730222,2021-01-14T15:27:06.730222Z,140,standing up
1610638026.745222,2021-01-14T15:27:06.745222Z,143,standing up
1610638026.7602222,2021-01-14T15:27:06.760222Z,144,standing up
1610638026.7752223,2021-01-14T15:27:06.775222Z,146,standing up
1610638026.7902224,2021-01-14T15:27:06.790222Z,148,standing up
1610638026.8052225,2021-01-14T15:27:06.805223Z,149,standing up
1610638026.8202226,2021-01-14T15:27:06.820223Z,150,standing up
1610638026.8352227,2021-01-14T15:27:06.835223Z,150,standing up
1610638026.8502228,2021-01-14T15:27:06.850223Z,151,standing up
1610638026.865223,2021-01-14T15:27:06.865223Z,153,standing up
1610638026.880223,2021-01-14T15:27:06.880223Z,154,standing up
1610638026.8952231,2021-01-14T15:27:06.895223Z,155,standing up
1610638026.9102232,2021-01-14T15:27:06.910223Z,156,standing up
1610638026.9252234,2021-01-14T15:27:06.925223Z,157,standing up
1610638026.9402237,2021-01-14T15:27:06.940223Z,158,standing up
1610638026.9552236,2021-01-14T15:27:06.955224Z,158,standing up
1610638026.9702237,2021-01-14T15:27:06.970224Z,158,standing up
1610638026.9852238,2021-01-14T15:27:06.985224Z,157,standing up
1610638027.000224,2021-01-14T15:27:07.000224Z,157,standing up
1610638027.015224,2021-01-14T15:27:07.015224Z,156,standing up
1610638027.030224,2021-01-14T15:27:07.030224Z,155,standing up
1610638027.0452242,2021-01-14T15:27:07.045224Z,154,standing up
1610638027.0602243,2021-01-14T15:27:07.060224Z,152,standing up
1610638027.0752244,2021-01-14T15:27:07.075224Z,150,standing up
1610638027.0902245,2021-01-14T15:27:07.090225Z,148,standing up
1610638027.1052246,2021-01-14T15:27:07.105225Z,145,standing up
1610638027.1202247,2021-01-14T15:27:07.120225Z,142,standing up
1610638027.1352248,2021-01-14T15:27:07.135225Z,138,standing up
1610638027.150225,2021-01-14T15:27:07.150225Z,134,standing up
1610638027.165225,2021-01-14T15:27:07.165225Z,129,standing up
1610638027.1802251,2021-01-14T15:27:07.180225Z,125,standing up
1610638027.1952252,2021-01-14T15:27:07.195225Z,119,standing up
1610638027.210225,2021-01-14T15:27:07.210225Z,111,standing up
1610638027.2252254,2021-01-14T15:27:07.225225Z,103,standing up
1610638027.2402256,2021-01-14T15:27:07.240226Z,95,standing up
1610638027.2552257,2021-01-14T15:27:07.255226Z,86,standing up
1610638027.2702258,2021-01-14T15:27:07.270226Z,78,standing up
1610638027.285226,2021-01-14T15:27:07.285226Z,72,standing up
1610638027.300226,2021-01-14T15:27:07.300226Z,66,standing up
1610638027.315226,2021-01-14T15:27:07.315226Z,62,standing up
1610638027.3302262,2021-01-14T15:27:07.330226Z,60,standing up
1610638027.3452263,2021-01-14T15:27:07.345226Z,59,standing up
1610638027.3602264,2021-01-14T15:27:07.360226Z,60,standing up
1610638027.3752265,2021-01-14T15:27:07.375226Z,64,standing up
1610638027.3902266,2021-01-14T15:27:07.390227Z,70,standing up
1610638027.4052267,2021-01-14T15:27:07.405227Z,77,standing up
1610638027.4202268,2021-01-14T15:27:07.420227Z,85,standing up
1610638027.435227,2021-01-14T15:27:07.435227Z,92,standing up
1610638027.450227,2021-01-14T15:27:07.450227Z,99,standing up
1610638027.4652271,2021-01-14T15:27:07.465227Z,105,standing up
1610638027.4802272,2021-01-14T15:27:07.480227Z,110,standing up
1610638027.495227,2021-01-14T15:27:07.495227Z,115,standing up
1610638027.5102274,2021-01-14T15:27:07.510227Z,118,standing up
1610638027.5252275,2021-01-14T15:27:07.525228Z,121,standing up
1610638027.5402277,2021-01-14T15:27:07.540228Z,124,standing up
1610638027.5552278,2021-01-14T15:27:07.555228Z,126,standing up
1610638027.570228,2021-01-14T15:27:07.570228Z,128,standing up
1610638027.585228,2021-01-14T15:27:07.585228Z,130,standing up
1610638027.600228,2021-01-14T15:27:07.600228Z,132,standing up
1610638027.6152282,2021-01-14T15:27:07.615228Z,133,standing up
1610638027.6302283,2021-01-14T15:27:07.630228Z,134,standing up
1610638027.6452284,2021-01-14T15:27:07.645228Z,135,standing up
1610638027.6602285,2021-01-14T15:27:07.660228Z,135,standing up
1610638027.6752286,2021-01-14T15:27:07.675229Z,135,standing up
1610638027.6902287,2021-01-14T15:27:07.690229Z,134,standing up
1610638027.7052288,2021-01-14T15:27:07.705229Z,133,standing up
1610638027.720229,2021-01-14T15:27:07.720229Z,132,standing up
1610638027.735229,2021-01-14T15:27:07.735229Z,130,standing up
1610638027.7502291,2021-01-14T15:27:07.750229Z,128,standing up
1610638027.7652292,2021-01-14T15:27:07.765229Z,126,standing up
1610638027.780229,2021-01-14T15:27:07.780229Z,125,standing up
1610638027.7952294,2021-01-14T15:27:07.795229Z,123,standing up
1610638027.8102295,2021-01-14T15:27:07.810230Z,121,standing up
1610638027.8252296,2021-01-14T15:27:07.825230Z,119,standing up
1610638027.8402295,2021-01-14T15:27:07.840230Z,117,standing up
1610638027.85523,2021-01-14T15:27:07.855230Z,115,standing up
1610638027.87023,2021-01-14T15:27:07.870230Z,113,standing up
1610638027.88523,2021-01-14T15:27:07.885230Z,111,standing up
1610638027.9002302,2021-01-14T15:27:07.900230Z,109,standing up
1610638027.9152305,2021-01-14T15:27:07.915230Z,108,standing up
1610638027.9302304,2021-01-14T15:27:07.930230Z,107,standing up
1610638027.9452305,2021-01-14T15:27:07.945230Z,105,standing up
1610638027.9602306,2021-01-14T15:27:07.960231Z,104,standing up
1610638027.9752307,2021-01-14T15:27:07.975231Z,103,standing up
1610638027.9902308,2021-01-14T15:27:07.990231Z,102,standing up
1610638028.005231,2021-01-14T15:27:08.005231Z,101,standing up
1610638028.020231,2021-01-14T15:27:08.020231Z,101,standing up
1610638028.035231,2021-01-14T15:27:08.035231Z,101,standing up
1610638028.0502312,2021-01-14T15:27:08.050231Z,101,standing up
1610638028.065231,2021-01-14T15:27:08.065231Z,102,standing up
1610638028.0802314,2021-01-14T15:27:08.080231Z,104,standing up
1610638028.0952315,2021-01-14T15:27:08.095232Z,106,standing up
1610638028.1102316,2021-01-14T15:27:08.110232Z,109,standing up
1610638028.1252315,2021-01-14T15:27:08.125232Z,114,standing up
1610638028.1402318,2021-01-14T15:27:08.140232Z,120,standing up
1610638028.155232,2021-01-14T15:27:08.155232Z,126,standing up
1610638028.170232,2021-01-14T15:27:08.170232Z,133,standing up
1610638028.1852322,2021-01-14T15:27:08.185232Z,140,standing up
1610638028.2002325,2021-01-14T15:27:08.200232Z,147,standing up
1610638028.2152324,2021-01-14T15:27:08.215232Z,152,standing up
1610638028.2302325,2021-01-14T15:27:08.230232Z,156,standing up
1610638028.2452326,2021-01-14T15:27:08.245233Z,159,standing up
1610638028.2602327,2021-01-14T15:27:08.260233Z,161,standing up
1610638028.2752328,2021-01-14T15:27:08.275233Z,161,standing up
1610638028.290233,2021-01-14T15:27:08.290233Z,160,standing up
1610638028.305233,2021-01-14T15:27:08.305233Z,159,standing up
1610638028.320233,2021-01-14T15:27:08.320233Z,157,standing up
1610638028.3352332,2021-01-14T15:27:08.335233Z,154,standing up
1610638028.3502333,2021-01-14T15:27:08.350233Z,151,standing up
1610638028.3652334,2021-01-14T15:27:08.365233Z,148,standing up
1610638028.3802335,2021-01-14T15:27:08.380234Z,144,standing up
1610638028.3952336,2021-01-14T15:27:08.395234Z,140,standing up
1610638028.4102335,2021-01-14T15:27:08.410234Z,137,standing up
1610638028.4252338,2021-01-14T15:27:08.425234Z,133,standing up
1610638028.440234,2021-01-14T15:27:08.440234Z,130,standing up
1610638028.455234,2021-01-14T15:27:08.455234Z,127,standing up
1610638028.4702342,2021-01-14T15:27:08.470234Z,125,standing up
1610638028.4852345,2021-01-14T15:27:08.485234Z,124,standing up
1610638028.5002344,2021-01-14T15:27:08.500234Z,122,standing up
1610638028.5152345,2021-01-14T15:27:08.515234Z,121,standing up
1610638028.5302346,2021-01-14T15:27:08.530235Z,119,standing up
1610638028.545235,2021-01-14T15:27:08.545235Z,118,standing up
1610638028.5602348,2021-01-14T15:27:08.560235Z,117,standing up
1610638028.575235,2021-01-14T15:27:08.575235Z,116,walking
1610638028.590235,2021-01-14T15:27:08.590235Z,115,walking
1610638028.605235,2021-01-14T15:27:08.605235Z,113,walking
1610638028.6202352,2021-01-14T15:27:08.620235Z,112,walking
1610638028.6352353,2021-01-14T15:27:08.635235Z,110,walking
1610638028.6502354,2021-01-14T15:27:08.650235Z,109,walking
1610638028.6652355,2021-01-14T15:27:08.665236Z,108,walking
1610638028.6802356,2021-01-14T15:27:08.680236Z,107,walking
1610638028.6952355,2021-01-14T15:27:08.695236Z,105,walking
1610638028.7102358,2021-01-14T15:27:08.710236Z,104,walking
1610638028.725236,2021-01-14T15:27:08.725236Z,103,walking
1610638028.740236,2021-01-14T15:27:08.740236Z,103,walking
1610638028.755236,2021-01-14T15:27:08.755236Z,103,walking
1610638028.7702365,2021-01-14T15:27:08.770236Z,106,walking
1610638028.7852364,2021-01-14T15:27:08.785236Z,109,walking
1610638028.8002365,2021-01-14T15:27:08.800236Z,114,walking
1610638028.8152366,2021-01-14T15:27:08.815237Z,119,walking
1610638028.830237,2021-01-14T15:27:08.830237Z,125,walking
1610638028.8452368,2021-01-14T15:27:08.845237Z,129,walking
1610638028.860237,2021-01-14T15:27:08.860237Z,134,walking
1610638028.875237,2021-01-14T15:27:08.875237Z,138,walking
1610638028.890237,2021-01-14T15:27:08.890237Z,141,walking
1610638028.9052372,2021-01-14T15:27:08.905237Z,143,walking
1610638028.9202373,2021-01-14T15:27:08.920237Z,144,walking
1610638028.9352374,2021-01-14T15:27:08.935237Z,145,walking
1610638028.9502375,2021-01-14T15:27:08.950238Z,145,walking
1610638028.9652376,2021-01-14T15:27:08.965238Z,145,walking
1610638028.9802375,2021-01-14T15:27:08.980238Z,144,walking
1610638028.9952378,2021-01-14T15:27:08.995238Z,142,walking
1610638029.010238,2021-01-14T15:27:09.010238Z,140,walking
1610638029.025238,2021-01-14T15:27:09.025238Z,138,walking
1610638029.040238,2021-01-14T15:27:09.040238Z,135,walking
1610638029.0552382,2021-01-14T15:27:09.055238Z,133,walking
1610638029.0702384,2021-01-14T15:27:09.070238Z,130,walking
1610638029.0852385,2021-01-14T15:27:09.085238Z,127,walking
1610638029.1002386,2021-01-14T15:27:09.100239Z,125,walking
1610638029.115239,2021-01-14T15:27:09.115239Z,124,walking
1610638029.1302388,2021-01-14T15:27:09.130239Z,121,walking
1610638029.1452389,2021-01-14T15:27:09.145239Z,120,walking
1610638029.160239,2021-01-14T15:27:09.160239Z,118,walking
1610638029.175239,2021-01-14T15:27:09.175239Z,117,walking
1610638029.1902392,2021-01-14T15:27:09.190239Z,115,walking
1610638029.2052393,2021-01-14T15:27:09.205239Z,115,walking
1610638029.2202394,2021-01-14T15:27:09.220239Z,114,walking
1610638029.2352395,2021-01-14T15:27:09.235240Z,113,walking
1610638029.2502396,2021-01-14T15:27:09.250240Z,112,walking
1610638029.2652397,2021-01-14T15:27:09.265240Z,112,walking
1610638029.2802398,2021-01-14T15:27:09.280240Z,112,walking
1610638029.29524,2021-01-14T15:27:09.295240Z,111,walking
1610638029.31024,2021-01-14T15:27:09.310240Z,112,walking
1610638029.32524,2021-01-14T15:27:09.325240Z,112,walking
1610638029.3402402,2021-01-14T15:27:09.340240Z,113,walking
1610638029.3552403,2021-01-14T15:27:09.355240Z,115,walking
1610638029.3702404,2021-01-14T15:27:09.370240Z,118,walking
1610638029.3852406,2021-01-14T15:27:09.385241Z,122,walking
1610638029.400241,2021-01-14T15:27:09.400241Z,125,walking
1610638029.4152408,2021-01-14T15:27:09.415241Z,129,walking
1610638029.4302409,2021-01-14T15:27:09.430241Z,133,walking
1610638029.445241,2021-01-14T15:27:09.445241Z,136,walking
1610638029.460241,2021-01-14T15:27:09.460241Z,139,walking
1610638029.4752412,2021-01-14T15:27:09.475241Z,141,walking
1610638029.4902413,2021-01-14T15:27:09.490241Z,143,walking
1610638029.5052414,2021-01-14T15:27:09.505241Z,144,walking
1610638029.5202415,2021-01-14T15:27:09.520241Z,144,walking
1610638029.5352416,2021-01-14T15:27:09.535242Z,144,walking
1610638029.5502417,2021-01-14T15:27:09.550242Z,143,walking
1610638029.5652418,2021-01-14T15:27:09.565242Z,142,walking
1610638029.580242,2021-01-14T15:27:09.580242Z,141,walking
1610638029.595242,2021-01-14T15:27:09.595242Z,139,walking
1610638029.610242,2021-01-14T15:27:09.610242Z,137,walking
1610638029.6252422,2021-01-14T15:27:09.625242Z,134,walking
1610638029.6402423,2021-01-14T15:27:09.640242Z,131,walking
1610638029.6552424,2021-01-14T15:27:09.655242Z,127,walking
1610638029.6702423,2021-01-14T15:27:09.670243Z,125,walking
1610638029.685243,2021-01-14T15:27:09.685243Z,122,walking
1610638029.7002428,2021-01-14T15:27:09.700243Z,119,walking
1610638029.7152429,2021-01-14T15:27:09.715243Z,116,walking
1610638029.730243,2021-01-14T15:27:09.730243Z,114,walking
1610638029.745243,2021-01-14T15:27:09.745243Z,112,walking
1610638029.7602432,2021-01-14T15:27:09.760243Z,111,walking
1610638029.7752433,2021-01-14T15:27:09.775243Z,110,walking
1610638029.7902434,2021-01-14T15:27:09.790243Z,109,walking
1610638029.8052435,2021-01-14T15:27:09.805243Z,109,walking
1610638029.8202436,2021-01-14T15:27:09.820244Z,108,walking
1610638029.8352437,2021-01-14T15:27:09.835244Z,108,walking
1610638029.8502438,2021-01-14T15:27:09.850244Z,109,walking
1610638029.865244,2021-01-14T15:27:09.865244Z,109,walking
1610638029.880244,2021-01-14T15:27:09.880244Z,110,walking
1610638029.895244,2021-01-14T15:27:09.895244Z,111,walking
1610638029.9102442,2021-01-14T15:27:09.910244Z,112,walking
1610638029.9252443,2021-01-14T15:27:09.925244Z,113,walking
1610638029.9402444,2021-01-14T15:27:09.940244Z,115,walking
1610638029.9552443,2021-01-14T15:27:09.955245Z,116,walking
1610638029.9702446,2021-01-14T15:27:09.970245Z,118,walking
1610638029.9852448,2021-01-14T15:27:09.985245Z,120,walking
1610638030.0002449,2021-01-14T15:27:10.000245Z,122,walking
1610638030.015245,2021-01-14T15:27:10.015245Z,125,walking
1610638030.030245,2021-01-14T15:27:10.030245Z,126,walking
1610638030.0452452,2021-01-14T15:27:10.045245Z,129,walking
1610638030.0602453,2021-01-14T15:27:10.060245Z,131,walking
1610638030.0752454,2021-01-14T15:27:10.075245Z,133,walking
1610638030.0902455,2021-01-14T15:27:10.090245Z,135,walking
1610638030.1052456,2021-01-14T15:27:10.105246Z,137,walking
1610638030.1202457,2021-01-14T15:27:10.120246Z,138,walking
1610638030.1352458,2021-01-14T15:27:10.135246Z,140,walking
1610638030.150246,2021-01-14T15:27:10.150246Z,141,walking
1610638030.165246,2021-01-14T15:27:10.165246Z,143,walking
1610638030.180246,2021-01-14T15:27:10.180246Z,144,walking
1610638030.1952462,2021-01-14T15:27:10.195246Z,145,walking
1610638030.2102463,2021-01-14T15:27:10.210246Z,145,walking
1610638030.2252464,2021-01-14T15:27:10.225246Z,145,walking
1610638030.2402463,2021-01-14T15:27:10.240247Z,144,walking
1610638030.2552466,2021-01-14T15:27:10.255247Z,143,walking
1610638030.2702467,2021-01-14T15:27:10.270247Z,141,walking
1610638030.2852468,2021-01-14T15:27:10.285247Z,139,walking
1610638030.300247,2021-01-14T15:27:10.300247Z,136,walking
1610638030.315247,2021-01-14T15:27:10.315247Z,134,walking
1610638030.3302472,2021-01-14T15:27:10.330247Z,132,walking
1610638030.3452473,2021-01-14T15:27:10.345247Z,129,walking
1610638030.3602474,2021-01-14T15:27:10.360247Z,127,walking
1610638030.3752477,2021-01-14T15:27:10.375247Z,125,walking
1610638030.3902476,2021-01-14T15:27:10.390248Z,124,walking
1610638030.4052477,2021-01-14T15:27:10.405248Z,122,walking
1610638030.4202478,2021-01-14T15:27:10.420248Z,120,walking
1610638030.435248,2021-01-14T15:27:10.435248Z,118,walking
1610638030.450248,2021-01-14T15:27:10.450248Z,116,walking
1610638030.465248,2021-01-14T15:27:10.465248Z,114,walking
1610638030.4802482,2021-01-14T15:27:10.480248Z,112,walking
1610638030.4952483,2021-01-14T15:27:10.495248Z,111,walking
1610638030.5102484,2021-01-14T15:27:10.510248Z,109,walking
1610638030.5252483,2021-01-14T15:27:10.525249Z,109,walking
1610638030.5402486,2021-01-14T15:27:10.540249Z,108,walking
1610638030.5552487,2021-01-14T15:27:10.555249Z,108,walking
1610638030.5702488,2021-01-14T15:27:10.570249Z,109,walking
1610638030.585249,2021-01-14T15:27:10.585249Z,110,walking
1610638030.600249,2021-01-14T15:27:10.600249Z,112,walking
1610638030.6152492,2021-01-14T15:27:10.615249Z,115,walking
1610638030.6302493,2021-01-14T15:27:10.630249Z,119,walking
1610638030.6452494,2021-01-14T15:27:10.645249Z,125,walking
1610638030.6602497,2021-01-14T15:27:10.660249Z,130,walking
1610638030.6752496,2021-01-14T15:27:10.675250Z,136,walking
1610638030.6902497,2021-01-14T15:27:10.690250Z,142,walking
1610638030.7052498,2021-01-14T15:27:10.705250Z,147,walking
1610638030.72025,2021-01-14T15:27:10.720250Z,151,walking
1610638030.73525,2021-01-14T15:27:10.735250Z,153,walking
1610638030.75025,2021-01-14T15:27:10.750250Z,155,walking
1610638030.7652502,2021-01-14T15:27:10.765250Z,155,walking
1610638030.7802503,2021-01-14T15:27:10.780250Z,153,walking
1610638030.7952504,2021-01-14T15:27:10.795250Z,151,walking
1610638030.8102503,2021-01-14T15:27:10.810251Z,148,walking
1610638030.8252506,2021-01-14T15:27:10.825251Z,144,walking
1610638030.8402507,2021-01-14T15:27:10.840251Z,140,walking
1610638030.8552508,2021-01-14T15:27:10.855251Z,137,walking
1610638030.870251,2021-01-14T15:27:10.870251Z,133,walking
1610638030.885251,2021-01-14T15:27:10.885251Z,130,walking
1610638030.9002512,2021-01-14T15:27:10.900251Z,127,walking
1610638030.9152513,2021-01-14T15:27:10.915251Z,125,walking
1610638030.9302514,2021-01-14T15:27:10.930251Z,123,walking
1610638030.9452517,2021-01-14T15:27:10.945251Z,121,walking
1610638030.9602516,2021-01-14T15:27:10.960252Z,119,walking
1610638030.9752517,2021-01-14T15:27:10.975252Z,117,walking
1610638030.9902518,2021-01-14T15:27:10.990252Z,115,walking
1610638031.005252,2021-01-14T15:27:11.005252Z,114,walking
1610638031.020252,2021-01-14T15:27:11.020252Z,113,walking
1610638031.035252,2021-01-14T15:27:11.035252Z,111,walking
1610638031.0502522,2021-01-14T15:27:11.050252Z,110,walking
1610638031.0652523,2021-01-14T15:27:11.065252Z,109,walking
1610638031.0802524,2021-01-14T15:27:11.080252Z,108,walking
1610638031.0952525,2021-01-14T15:27:11.095253Z,107,walking
1610638031.1102526,2021-01-14T15:27:11.110253Z,107,walking
1610638031.1252527,2021-01-14T15:27:11.125253Z,106,walking
1610638031.1402528,2021-01-14T15:27:11.140253Z,106,walking
1610638031.155253,2021-01-14T15:27:11.155253Z,106,walking
1610638031.170253,2021-01-14T15:27:11.170253Z,106,walking
1610638031.1852531,2021-01-14T15:27:11.185253Z,106,walking
1610638031.2002532,2021-01-14T15:27:11.200253Z,106,walking
1610638031.2152534,2021-01-14T15:27:11.215253Z,107,walking
1610638031.2302537,2021-01-14T15:27:11.230253Z,108,walking
1610638031.2452536,2021-01-14T15:27:11.245254Z,110,walking
1610638031.2602537,2021-01-14T15:27:11.260254Z,113,walking
1610638031.2752538,2021-01-14T15:27:11.275254Z,117,walking
1610638031.290254,2021-01-14T15:27:11.290254Z,121,walking
1610638031.305254,2021-01-14T15:27:11.305254Z,125,walking
1610638031.320254,2021-01-14T15:27:11.320254Z,129,walking
1610638031.3352542,2021-01-14T15:27:11.335254Z,133,no_action
1610638031.3502543,2021-01-14T15:27:11.350254Z,136,no_action
1610638031.3652544,2021-01-14T15:27:11.365254Z,139,no_action
1610638031.3802545,2021-01-14T15:27:11.380255Z,142,no_action
1610638031.3952546,2021-01-14T15:27:11.395255Z,143,no_action
1610638031.4102547,2021-01-14T15:27:11.410255Z,144,no_action
1610638031.4252548,2021-01-14T15:27:11.425255Z,144,no_action
1610638031.440255,2021-01-14T15:27:11.440255Z,144,no_action
1610638031.455255,2021-01-14T15:27:11.455255Z,143,no_action
1610638031.4702551,2021-01-14T15:27:11.470255Z,142,no_action
1610638031.4852552,2021-01-14T15:27:11.485255Z,140,no_action
1610638031.500255,2021-01-14T15:27:11.500255Z,139,no_action
1610638031.5152557,2021-01-14T15:27:11.515255Z,137,no_action
1610638031.5302556,2021-01-14T15:27:11.530256Z,135,no_action
1610638031.5452557,2021-01-14T15:27:11.545256Z,134,no_action
1610638031.5602558,2021-01-14T15:27:11.560256Z,133,no_action
1610638031.575256,2021-01-14T15:27:11.575256Z,132,no_action
1610638031.590256,2021-01-14T15:27:11.590256Z,132,no_action
1610638031.605256,2021-01-14T15:27:11.605256Z,131,no_action
1610638031.6202562,2021-01-14T15:27:11.620256Z,131,no_action
1610638031.6352563,2021-01-14T15:27:11.635256Z,130,no_action
1610638031.6502564,2021-01-14T15:27:11.650256Z,129,no_action
1610638031.6652565,2021-01-14T15:27:11.665257Z,128,no_action
1610638031.6802566,2021-01-14T15:27:11.680257Z,127,no_action
1610638031.6952567,2021-01-14T15:27:11.695257Z,125,no_action
1610638031.7102568,2021-01-14T15:27:11.710257Z,125,no_action
1610638031.725257,2021-01-14T15:27:11.725257Z,124,no_action
1610638031.740257,2021-01-14T15:27:11.740257Z,122,no_action
1610638031.7552571,2021-01-14T15:27:11.755257Z,121,no_action
1610638031.7702572,2021-01-14T15:27:11.770257Z,120,no_action
1610638031.785257,2021-01-14T15:27:11.785257Z,119,no_action
1610638031.8002574,2021-01-14T15:27:11.800257Z,117,no_action
1610638031.8152575,2021-01-14T15:27:11.815258Z,116,no_action
1610638031.8302577,2021-01-14T15:27:11.830258Z,116,no_action
1610638031.8452578,2021-01-14T15:27:11.845258Z,116,no_action
1610638031.860258,2021-01-14T15:27:11.860258Z,116,no_action
1610638031.875258,2021-01-14T15:27:11.875258Z,119,no_action
1610638031.890258,2021-01-14T15:27:11.890258Z,122,no_action
1610638031.9052582,2021-01-14T15:27:11.905258Z,125,no_action
1610638031.9202583,2021-01-14T15:27:11.920258Z,129,no_action
1610638031.9352584,2021-01-14T15:27:11.935258Z,134,no_action
1610638031.9502585,2021-01-14T15:27:11.950258Z,138,no_action
1610638031.9652586,2021-01-14T15:27:11.965259Z,142,no_action
1610638031.9802587,2021-01-14T15:27:11.980259Z,144,no_action
1610638031.9952588,2021-01-14T15:27:11.995259Z,146,no_action
1610638032.010259,2021-01-14T15:27:12.010259Z,147,no_action
1610638032.025259,2021-01-14T15:27:12.025259Z,147,no_action
1610638032.0402591,2021-01-14T15:27:12.040259Z,147,no_action
1610638032.0552592,2021-01-14T15:27:12.055259Z,146,no_action
1610638032.070259,2021-01-14T15:27:12.070259Z,144,no_action
1610638032.0852594,2021-01-14T15:27:12.085259Z,143,no_action
1610638032.1002595,2021-01-14T15:27:12.100260Z,141,no_action
1610638032.1152596,2021-01-14T15:27:12.115260Z,138,no_action
1610638032.1302598,2021-01-14T15:27:12.130260Z,136,no_action
1610638032.14526,2021-01-14T15:27:12.145260Z,133,no_action
1610638032.16026,2021-01-14T15:27:12.160260Z,130,no_action
1610638032.17526,2021-01-14T15:27:12.175260Z,128,no_action
1610638032.1902602,2021-01-14T15:27:12.190260Z,125,no_action
1610638032.2052605,2021-01-14T15:27:12.205260Z,124,no_action
1610638032.2202604,2021-01-14T15:27:12.220260Z,121,no_action
1610638032.2352605,2021-01-14T15:27:12.235260Z,119,no_action
1610638032.2502606,2021-01-14T15:27:12.250261Z,116,no_action
1610638032.2652607,2021-01-14T15:27:12.265261Z,114,no_action
1610638032.2802608,2021-01-14T15:27:12.280261Z,112,no_action
1610638032.295261,2021-01-14T15:27:12.295261Z,111,no_action
1610638032.310261,2021-01-14T15:27:12.310261Z,110,no_action
1610638032.325261,2021-01-14T15:27:12.325261Z,109,no_action
1610638032.3402612,2021-01-14T15:27:12.340261Z,109,no_action
1610638032.355261,2021-01-14T15:27:12.355261Z,109,no_action
1610638032.3702614,2021-01-14T15:27:12.370261Z,109,no_action
1610638032.3852615,2021-01-14T15:27:12.385262Z,109,no_action
1610638032.4002616,2021-01-14T15:27:12.400262Z,109,no_action
1610638032.4152615,2021-01-14T15:27:12.415262Z,109,no_action
1610638032.430262,2021-01-14T15:27:12.430262Z,109,no_action
1610638032.445262,2021-01-14T15:27:12.445262Z,109,no_action
1610638032.460262,2021-01-14T15:27:12.460262Z,109,no_action
1610638032.4752622,2021-01-14T15:27:12.475262Z,110,no_action
1610638032.4902625,2021-01-14T15:27:12.490262Z,112,no_action
1610638032.5052624,2021-01-14T15:27:12.505262Z,116,no_action
1610638032.5202625,2021-01-14T15:27:12.520262Z,120,no_action
1610638032.5352626,2021-01-14T15:27:12.535263Z,125,no_action
1610638032.5502627,2021-01-14T15:27:12.550263Z,129,no_action
1610638032.5652628,2021-01-14T15:27:12.565263Z,134,no_action
1610638032.580263,2021-01-14T15:27:12.580263Z,137,no_action
1610638032.595263,2021-01-14T15:27:12.595263Z,140,no_action
1610638032.610263,2021-01-14T15:27:12.610263Z,142,no_action
1610638032.6252632,2021-01-14T15:27:12.625263Z,143,no_action
1610638032.6402633,2021-01-14T15:27:12.640263Z,143,no_action
